CustomerID,Recency,Recency Score,Frequency,Frequency Score,Monetary,Monetary Score,RFM,Customer Segment
20765,31,2,3,2,1179.97,2,222,Almost Lost
26550,31,2,3,2,93.48,2,222,Almost Lost
14565,31,2,3,2,1503.5782,2,222,Almost Lost
14757,31,2,3,2,1538.5782,2,222,Almost Lost
21312,31,2,3,2,94.97,2,222,Almost Lost
29341,31,2,3,2,98.97,2,222,Almost Lost
25574,31,2,3,2,1273.83,2,222,Almost Lost
21246,31,2,3,2,1194.97,2,222,Almost Lost
17671,31,2,3,2,565.47,2,222,Almost Lost
21816,31,2,3,2,83.47,2,222,Almost Lost
14385,31,2,3,2,1777.8775,2,222,Almost Lost
27363,31,2,3,2,132.97,2,222,Almost Lost
22205,31,2,3,2,120.48,2,222,Almost Lost
17061,31,2,3,2,86.27,2,222,Almost Lost
19085,31,2,3,2,78.26,2,222,Almost Lost
28382,31,2,3,2,786.33,2,222,Almost Lost
21326,31,2,3,2,1179.97,2,222,Almost Lost
14396,31,2,3,2,76.96,2,222,Almost Lost
19935,31,2,3,2,82.97,2,222,Almost Lost
23699,31,2,3,2,1274.33,2,222,Almost Lost
29069,31,2,3,2,756.33,2,222,Almost Lost
23393,31,2,3,2,615.47,2,222,Almost Lost
24678,31,2,3,2,100.09,2,222,Almost Lost
25328,31,2,3,2,89.97,2,222,Almost Lost
28319,31,2,3,2,556.93,2,222,Almost Lost
22623,31,2,3,2,553.97,2,222,Almost Lost
27844,31,2,3,2,89.97,2,222,Almost Lost
22285,31,2,3,2,89.97,2,222,Almost Lost
18647,31,2,3,2,599.47,2,222,Almost Lost
24850,31,2,3,2,624.97,2,222,Almost Lost
20287,31,2,3,2,144.47,2,222,Almost Lost
23158,31,2,3,2,599.47,2,222,Almost Lost
18029,31,2,3,2,82.97,2,222,Almost Lost
22503,31,2,3,2,1775.47,2,222,Almost Lost
25374,31,2,3,2,71.58,2,222,Almost Lost
18673,31,2,3,2,128.97,2,222,Almost Lost
21149,31,2,3,2,1183.47,2,222,Almost Lost
24186,31,2,3,2,1147.77,2,222,Almost Lost
19400,31,2,3,2,1179.47,2,222,Almost Lost
23791,31,2,3,2,71.58,2,222,Almost Lost
22626,31,2,3,2,565.47,2,222,Almost Lost
22440,31,2,3,2,553.97,2,222,Almost Lost
22314,31,2,3,2,84.47,2,222,Almost Lost
27584,31,2,3,2,599.47,2,222,Almost Lost
15696,31,2,3,2,198.99,2,222,Almost Lost
17153,31,2,3,2,1744.97,2,222,Almost Lost
21152,31,2,3,2,1134.47,2,222,Almost Lost
17236,31,2,3,2,86.27,2,222,Almost Lost
19681,31,2,3,2,1179.97,2,222,Almost Lost
18504,31,2,3,2,128.97,2,222,Almost Lost
18049,31,2,3,2,1785.97,2,222,Almost Lost
14571,31,2,3,2,89.97,2,222,Almost Lost
21235,31,2,3,2,1134.47,2,222,Almost Lost
23917,31,2,3,2,553.97,2,222,Almost Lost
28497,31,2,3,2,776.33,2,222,Almost Lost
14634,31,2,3,2,1538.5782,2,222,Almost Lost
23047,31,2,3,2,553.97,2,222,Almost Lost
16094,31,2,3,2,567.27,2,222,Almost Lost
17568,31,2,3,2,1714.97,2,222,Almost Lost
26871,31,2,3,2,88.97,2,222,Almost Lost
18653,31,2,3,2,553.97,2,222,Almost Lost
12725,31,2,3,2,127.28,2,222,Almost Lost
25663,31,2,3,2,94.97,2,222,Almost Lost
18261,31,2,3,2,85.96,2,222,Almost Lost
26416,31,2,3,2,88.97,2,222,Almost Lost
22652,31,2,3,2,553.97,2,222,Almost Lost
21839,31,2,3,2,92.48,2,222,Almost Lost
19675,31,2,3,2,198.99,2,222,Almost Lost
22423,31,2,3,2,583.97,2,222,Almost Lost
17571,31,2,3,2,1763.97,2,222,Almost Lost
29098,31,2,3,2,628.97,2,222,Almost Lost
20422,31,2,3,2,1134.47,2,222,Almost Lost
23293,31,2,3,2,152.28,2,222,Almost Lost
19718,31,2,3,2,579.97,2,222,Almost Lost
28139,31,2,3,2,127.28,2,222,Almost Lost
21335,31,2,3,2,1183.47,2,222,Almost Lost
28454,31,2,3,2,88.97,2,222,Almost Lost
15470,31,2,3,2,76.96,2,222,Almost Lost
12115,31,2,3,2,89.98,2,222,Almost Lost
23296,31,2,3,2,570.47,2,222,Almost Lost
23372,31,2,3,2,553.97,2,222,Almost Lost
21898,30,2,3,2,74.98,2,222,Almost Lost
27122,31,2,3,2,786.33,2,222,Almost Lost
27809,31,2,3,2,1164.47,2,222,Almost Lost
29472,31,2,3,2,88.98,2,222,Almost Lost
27998,31,2,3,2,144.47,2,222,Almost Lost
12303,30,2,3,2,84.47,2,222,Almost Lost
24205,30,2,3,2,615.47,2,222,Almost Lost
26352,30,2,3,2,1763.97,2,222,Almost Lost
27889,30,2,3,2,71.58,2,222,Almost Lost
25333,31,2,3,2,100.09,2,222,Almost Lost
20315,31,2,3,2,132.97,2,222,Almost Lost
24580,31,2,3,2,596.96,2,222,Almost Lost
24311,30,2,3,2,624.97,2,222,Almost Lost
28516,30,2,3,2,563.77,2,222,Almost Lost
25582,30,2,3,2,1164.47,2,222,Almost Lost
26166,30,2,3,2,128.97,2,222,Almost Lost
11785,31,2,3,2,74.98,2,222,Almost Lost
15672,30,2,3,2,89.97,2,222,Almost Lost
14636,31,2,3,2,1538.5782,2,222,Almost Lost
16110,30,2,3,2,650.47,2,222,Almost Lost
16256,31,2,3,2,81.96,2,222,Almost Lost
25413,31,2,3,2,1228.83,2,222,Almost Lost
20630,30,2,3,2,74.98,2,222,Almost Lost
21666,30,2,3,2,828.47,2,222,Almost Lost
25459,30,2,3,2,553.97,2,222,Almost Lost
17384,31,2,3,2,1760.47,2,222,Almost Lost
24500,31,2,3,2,71.58,2,222,Almost Lost
28284,30,2,3,2,563.77,2,222,Almost Lost
14616,31,2,3,2,1538.5782,2,222,Almost Lost
28387,30,2,3,2,583.97,2,222,Almost Lost
19897,30,2,3,2,596.96,2,222,Almost Lost
24288,30,2,3,2,71.58,2,222,Almost Lost
25639,30,2,3,2,1228.83,2,222,Almost Lost
26867,30,2,3,2,1728.27,2,222,Almost Lost
22645,31,2,3,2,553.97,2,222,Almost Lost
27620,30,2,3,2,88.97,2,222,Almost Lost
16843,30,2,3,2,89.97,2,222,Almost Lost
11822,31,2,3,2,87.28,2,222,Almost Lost
15323,30,2,3,2,804.47,2,222,Almost Lost
16150,30,2,3,2,629.97,2,222,Almost Lost
23398,31,2,3,2,553.97,2,222,Almost Lost
22708,31,2,3,2,88.97,2,222,Almost Lost
20003,30,2,3,2,579.97,2,222,Almost Lost
27789,31,2,3,2,553.97,2,222,Almost Lost
18792,30,2,3,2,1775.47,2,222,Almost Lost
15738,30,2,3,2,166.28,2,222,Almost Lost
21540,31,2,3,2,1602.47,2,222,Almost Lost
13757,31,2,3,2,86.96,2,222,Almost Lost
13803,31,2,3,2,186.28,2,222,Almost Lost
19299,30,2,3,2,1587.4075,2,222,Almost Lost
22310,31,2,3,2,93.97,2,222,Almost Lost
14384,30,2,3,2,93.97,2,222,Almost Lost
24059,31,2,3,2,583.97,2,222,Almost Lost
18672,31,2,3,2,128.97,2,222,Almost Lost
16508,31,2,3,2,83.97,2,222,Almost Lost
12117,30,2,3,2,159.99,2,222,Almost Lost
15011,31,2,3,2,89.97,2,222,Almost Lost
18194,31,2,3,2,85.96,2,222,Almost Lost
16093,30,2,3,2,554.97,2,222,Almost Lost
19173,31,2,3,2,1594.4175,2,222,Almost Lost
23166,31,2,3,2,556.93,2,222,Almost Lost
13969,30,2,3,2,77.27,2,222,Almost Lost
23707,30,2,3,2,565.47,2,222,Almost Lost
23933,31,2,3,2,563.77,2,222,Almost Lost
18609,30,2,3,2,1785.97,2,222,Almost Lost
19419,30,2,3,2,1602.47,2,222,Almost Lost
24766,31,2,3,2,71.58,2,222,Almost Lost
24426,30,2,3,2,71.58,2,222,Almost Lost
11791,30,2,3,2,119.98,2,222,Almost Lost
21420,30,2,3,2,78.48,2,222,Almost Lost
22456,30,2,3,2,1728.27,2,222,Almost Lost
27975,31,2,3,2,83.47,2,222,Almost Lost
18065,30,2,3,2,155.47,2,222,Almost Lost
25373,30,2,3,2,71.58,2,222,Almost Lost
28931,31,2,3,2,166.28,2,222,Almost Lost
21483,30,2,3,2,1205.47,2,222,Almost Lost
21357,30,2,3,2,1205.47,2,222,Almost Lost
11370,30,2,3,2,79.97,2,222,Almost Lost
18440,30,2,3,2,1775.47,2,222,Almost Lost
23395,31,2,3,2,553.97,2,222,Almost Lost
24620,30,2,3,2,195.59,2,222,Almost Lost
28636,30,2,3,2,78.97,2,222,Almost Lost
17530,31,2,3,2,79.47,2,222,Almost Lost
19854,30,2,3,2,554.97,2,222,Almost Lost
20936,30,2,3,2,1134.47,2,222,Almost Lost
27471,30,2,3,2,1386.48,2,222,Almost Lost
22144,31,2,3,2,89.97,2,222,Almost Lost
15005,30,2,3,2,1503.5782,2,222,Almost Lost
12057,31,2,3,2,87.28,2,222,Almost Lost
20793,31,2,3,2,1205.47,2,222,Almost Lost
21626,31,2,3,2,134.98,2,222,Almost Lost
18191,30,2,3,2,94.47,2,222,Almost Lost
17358,31,2,3,2,1728.27,2,222,Almost Lost
23017,31,2,3,2,563.77,2,222,Almost Lost
20853,31,2,3,2,1147.77,2,222,Almost Lost
24099,30,2,3,2,563.77,2,222,Almost Lost
29343,30,2,3,2,553.97,2,222,Almost Lost
17252,30,2,3,2,92.97,2,222,Almost Lost
25619,31,2,3,2,1273.83,2,222,Almost Lost
27932,31,2,3,2,123.48,2,222,Almost Lost
27769,30,2,3,2,776.33,2,222,Almost Lost
25167,30,2,3,2,71.58,2,222,Almost Lost
16216,30,2,3,2,614.47,2,222,Almost Lost
26203,30,2,3,2,188.98,2,222,Almost Lost
22608,30,2,3,2,1744.97,2,222,Almost Lost
16697,30,2,3,2,87.08,2,222,Almost Lost
27305,30,2,3,2,1714.97,2,222,Almost Lost
18798,30,2,3,2,1728.27,2,222,Almost Lost
25602,31,2,3,2,1763.97,2,222,Almost Lost
25307,31,2,3,2,1759.97,2,222,Almost Lost
23392,31,2,3,2,553.97,2,222,Almost Lost
15466,30,2,3,2,1587.47,2,222,Almost Lost
14241,31,2,3,2,84.92,2,222,Almost Lost
23438,31,2,3,2,123.48,2,222,Almost Lost
27706,31,2,3,2,553.97,2,222,Almost Lost
25705,30,2,3,2,1274.0782,2,222,Almost Lost
16837,30,2,3,2,155.47,2,222,Almost Lost
24231,30,2,3,2,563.77,2,222,Almost Lost
14902,30,2,3,2,1538.5782,2,222,Almost Lost
27119,31,2,3,2,1228.83,2,222,Almost Lost
23143,31,2,3,2,563.77,2,222,Almost Lost
20796,31,2,3,2,88.97,2,222,Almost Lost
19442,30,2,3,2,1602.47,2,222,Almost Lost
18294,30,2,3,2,78.26,2,222,Almost Lost
20395,31,2,3,2,1179.97,2,222,Almost Lost
11676,30,2,3,2,91.28,2,222,Almost Lost
25662,31,2,3,2,94.97,2,222,Almost Lost
14178,30,2,3,2,86.58,2,222,Almost Lost
15529,30,2,3,2,1587.47,2,222,Almost Lost
24726,31,2,3,2,71.58,2,222,Almost Lost
21855,31,2,3,2,579.97,2,222,Almost Lost
21271,30,2,3,2,1728.27,2,222,Almost Lost
15953,31,2,3,2,1357.97,2,222,Almost Lost
23135,31,2,3,2,553.97,2,222,Almost Lost
23799,30,2,3,2,1228.83,2,222,Almost Lost
24961,31,2,3,2,71.58,2,222,Almost Lost
25067,30,2,3,2,71.58,2,222,Almost Lost
13683,30,2,3,2,89.97,2,222,Almost Lost
20742,30,2,3,2,128.97,2,222,Almost Lost
15309,30,2,3,2,1622.47,2,222,Almost Lost
25651,30,2,3,2,1785.97,2,222,Almost Lost
23487,30,2,3,2,89.97,2,222,Almost Lost
17871,30,2,3,2,1729.97,2,222,Almost Lost
20387,31,2,3,2,1194.97,2,222,Almost Lost
14891,30,2,3,2,1498.5782,2,222,Almost Lost
27589,30,2,3,2,1183.47,2,222,Almost Lost
25668,31,2,3,2,88.97,2,222,Almost Lost
14894,30,2,3,2,1503.5782,2,222,Almost Lost
18993,30,2,3,2,128.97,2,222,Almost Lost
25422,31,2,3,2,71.58,2,222,Almost Lost
28602,30,2,3,2,144.47,2,222,Almost Lost
20281,31,2,3,2,1179.97,2,222,Almost Lost
11960,31,2,3,2,74.98,2,222,Almost Lost
26959,31,2,3,2,563.77,2,222,Almost Lost
18638,30,2,3,2,1760.47,2,222,Almost Lost
16182,30,2,3,2,83.97,2,222,Almost Lost
25711,30,2,3,2,1274.0782,2,222,Almost Lost
26793,30,2,3,2,88.97,2,222,Almost Lost
26962,31,2,3,2,553.97,2,222,Almost Lost
24237,30,2,3,2,71.58,2,222,Almost Lost
15472,30,2,3,2,1560.43,2,222,Almost Lost
22511,31,2,3,2,80.47,2,222,Almost Lost
15326,31,2,3,2,172.98,2,222,Almost Lost
19156,30,2,3,2,1728.27,2,222,Almost Lost
28376,31,2,3,2,1134.47,2,222,Almost Lost
17244,31,2,3,2,86.27,2,222,Almost Lost
28545,31,2,3,2,132.97,2,222,Almost Lost
22634,30,2,3,2,1775.47,2,222,Almost Lost
11771,31,2,3,2,94.48,2,222,Almost Lost
21054,30,2,3,2,625.47,2,222,Almost Lost
26965,31,2,3,2,776.33,2,222,Almost Lost
18306,31,2,3,2,87.77,2,222,Almost Lost
26086,30,2,3,2,149.98,2,222,Almost Lost
27652,31,2,3,2,75.47,2,222,Almost Lost
27858,31,2,3,2,75.47,2,222,Almost Lost
14576,31,2,3,2,1476.5382,2,222,Almost Lost
17493,30,2,3,2,130.96,2,222,Almost Lost
21884,30,2,3,2,74.98,2,222,Almost Lost
14805,31,2,3,2,101.46,2,222,Almost Lost
21360,31,2,3,2,93.97,2,222,Almost Lost
27583,31,2,3,2,553.97,2,222,Almost Lost
20055,31,2,3,2,82.97,2,222,Almost Lost
17075,31,2,3,2,77.27,2,222,Almost Lost
14631,31,2,3,2,848.47,2,222,Almost Lost
14877,31,2,3,2,889.47,2,222,Almost Lost
27343,31,2,3,2,132.97,2,222,Almost Lost
27709,31,2,3,2,628.97,2,222,Almost Lost
20699,31,2,3,2,1209.47,2,222,Almost Lost
22754,31,2,3,2,193.98,2,222,Almost Lost
14645,31,2,3,2,1538.5782,2,222,Almost Lost
25216,31,2,3,2,79.47,2,222,Almost Lost
15415,31,2,3,2,89.97,2,222,Almost Lost
23175,31,2,3,2,570.47,2,222,Almost Lost
24128,31,2,3,2,93.97,2,222,Almost Lost
14871,31,2,3,2,848.47,2,222,Almost Lost
16955,31,2,3,2,1760.47,2,222,Almost Lost
29086,31,2,3,2,805.33,2,222,Almost Lost
19737,31,2,3,2,621.96,2,222,Almost Lost
22654,31,2,3,2,563.77,2,222,Almost Lost
24114,31,2,3,2,1179.47,2,222,Almost Lost
28505,31,2,3,2,827.33,2,222,Almost Lost
22302,31,2,3,2,1763.97,2,222,Almost Lost
24217,31,2,3,2,1209.47,2,222,Almost Lost
17662,31,2,3,2,1763.97,2,222,Almost Lost
16700,31,2,3,2,92.97,2,222,Almost Lost
16577,31,2,3,2,74.98,2,222,Almost Lost
23510,31,2,3,2,553.97,2,222,Almost Lost
21761,31,2,3,2,134.98,2,222,Almost Lost
24616,31,2,3,2,71.58,2,222,Almost Lost
22655,31,2,3,2,565.47,2,222,Almost Lost
26216,31,2,3,2,92.97,2,222,Almost Lost
17388,31,2,3,2,1763.97,2,222,Almost Lost
19721,31,2,3,2,564.26,2,222,Almost Lost
25323,31,2,3,2,1714.97,2,222,Almost Lost
17600,31,2,3,2,1775.47,2,222,Almost Lost
22993,31,2,3,2,565.47,2,222,Almost Lost
28254,31,2,3,2,166.28,2,222,Almost Lost
24261,31,2,3,2,71.58,2,222,Almost Lost
18473,31,2,3,2,127.28,2,222,Almost Lost
17660,31,2,3,2,1714.97,2,222,Almost Lost
24822,31,2,3,2,195.59,2,222,Almost Lost
24965,31,2,3,2,71.58,2,222,Almost Lost
23929,31,2,3,2,83.97,2,222,Almost Lost
22426,31,2,3,2,553.97,2,222,Almost Lost
11792,31,2,3,2,119.98,2,222,Almost Lost
22999,31,2,3,2,553.97,2,222,Almost Lost
24058,31,2,3,2,1164.47,2,222,Almost Lost
18270,31,2,3,2,94.47,2,222,Almost Lost
11855,31,2,3,2,89.98,2,222,Almost Lost
23302,31,2,3,2,553.97,2,222,Almost Lost
15153,31,2,3,2,113.97,2,222,Almost Lost
22292,31,2,3,2,553.97,2,222,Almost Lost
17869,31,2,3,2,1760.47,2,222,Almost Lost
20660,31,2,3,2,1179.97,2,222,Almost Lost
25317,31,2,3,2,88.98,2,222,Almost Lost
27796,31,2,3,2,1134.47,2,222,Almost Lost
16910,31,2,3,2,141.96,2,222,Almost Lost
11646,31,2,3,2,113.48,2,222,Almost Lost
15745,31,2,3,2,89.97,2,222,Almost Lost
14231,31,2,3,2,83.97,2,222,Almost Lost
12897,31,2,3,2,106.96,2,222,Almost Lost
16080,31,2,3,2,567.27,2,222,Almost Lost
29459,31,2,3,2,805.33,2,222,Almost Lost
21473,31,2,3,2,78.48,2,222,Almost Lost
11672,31,2,3,2,113.48,2,222,Almost Lost
13913,31,2,3,2,106.96,2,222,Almost Lost
20016,31,2,3,2,132.97,2,222,Almost Lost
13498,31,2,3,2,100.09,2,222,Almost Lost
14955,31,2,3,2,103.97,2,222,Almost Lost
22678,31,2,3,2,653.97,2,222,Almost Lost
14829,31,2,3,2,90.47,2,222,Almost Lost
13312,31,2,3,2,80.96,2,222,Almost Lost
27879,31,2,3,2,1313.34,2,222,Almost Lost
25257,31,2,3,2,147.28,2,222,Almost Lost
23242,31,2,3,2,553.97,2,222,Almost Lost
22555,31,2,3,2,143.78,2,222,Almost Lost
28303,31,2,3,2,74.98,2,222,Almost Lost
24665,31,2,3,2,109.97,2,222,Almost Lost
21270,31,2,3,2,78.48,2,222,Almost Lost
12966,31,2,3,2,106.96,2,222,Almost Lost
22515,31,2,3,2,553.97,2,222,Almost Lost
26869,31,2,3,2,553.97,2,222,Almost Lost
17148,31,2,3,2,1775.47,2,222,Almost Lost
27513,31,2,3,2,563.77,2,222,Almost Lost
26949,31,2,3,2,565.47,2,222,Almost Lost
12491,31,2,3,2,86.58,2,222,Almost Lost
20706,31,2,3,2,1759.97,2,222,Almost Lost
24974,31,2,3,2,100.09,2,222,Almost Lost
15442,31,2,3,2,93.48,2,222,Almost Lost
26803,31,2,3,2,88.97,2,222,Almost Lost
18084,31,2,3,2,1775.47,2,222,Almost Lost
29445,31,2,3,2,182.78,2,222,Almost Lost
23056,31,2,3,2,599.47,2,222,Almost Lost
12946,31,2,3,2,81.46,2,222,Almost Lost
26886,31,2,3,2,553.97,2,222,Almost Lost
28890,31,2,3,2,109.97,2,222,Almost Lost
25054,31,2,3,2,103.48,2,222,Almost Lost
14738,31,2,3,2,1503.5782,2,222,Almost Lost
20709,31,2,3,2,1729.97,2,222,Almost Lost
22309,31,2,3,2,1785.97,2,222,Almost Lost
26992,31,2,3,2,583.97,2,222,Almost Lost
20019,31,2,3,2,128.97,2,222,Almost Lost
22601,31,2,3,2,565.47,2,222,Almost Lost
24576,31,2,3,2,89.97,2,222,Almost Lost
13530,31,2,3,2,186.28,2,222,Almost Lost
22083,31,2,3,2,154.98,2,222,Almost Lost
28489,31,2,3,2,786.33,2,222,Almost Lost
16069,31,2,3,2,579.97,2,222,Almost Lost
22458,31,2,3,2,563.77,2,222,Almost Lost
29342,31,2,3,2,801.83,2,222,Almost Lost
21184,31,2,3,2,74.98,2,222,Almost Lost
26076,31,2,3,2,76.96,2,222,Almost Lost
23142,31,2,3,2,556.93,2,222,Almost Lost
11366,31,2,3,2,77.27,2,222,Almost Lost
25369,31,2,3,2,156.59,2,222,Almost Lost
18648,31,2,3,2,556.93,2,222,Almost Lost
14549,31,2,3,2,74.98,2,222,Almost Lost
14907,31,2,3,2,127.28,2,222,Almost Lost
11744,31,2,3,2,72.28,2,222,Almost Lost
16012,31,2,3,2,94.26,2,222,Almost Lost
21156,31,2,3,2,1149.47,2,222,Almost Lost
29185,31,2,3,2,563.77,2,222,Almost Lost
14068,31,2,3,2,77.27,2,222,Almost Lost
26892,31,2,3,2,553.97,2,222,Almost Lost
25498,31,2,3,2,1785.97,2,222,Almost Lost
25764,31,2,3,2,71.58,2,222,Almost Lost
11509,31,2,3,2,196.29,2,222,Almost Lost
14254,31,2,3,2,81.46,2,222,Almost Lost
25326,31,2,3,2,78.97,2,222,Almost Lost
23162,31,2,3,2,563.77,2,222,Almost Lost
15382,31,2,3,2,103.48,2,222,Almost Lost
22192,31,2,3,2,84.97,2,222,Almost Lost
15053,31,2,3,2,93.48,2,222,Almost Lost
16619,31,2,3,2,97.58,2,222,Almost Lost
29457,31,2,3,2,756.33,2,222,Almost Lost
26998,31,2,3,2,75.47,2,222,Almost Lost
27396,31,2,3,2,88.98,2,222,Almost Lost
23174,31,2,3,2,553.97,2,222,Almost Lost
14578,31,2,3,2,848.47,2,222,Almost Lost
12414,31,2,3,2,157.29,2,222,Almost Lost
22716,31,2,3,2,553.97,2,222,Almost Lost
23154,31,2,3,2,563.77,2,222,Almost Lost
19925,31,2,3,2,83.97,2,222,Almost Lost
24751,31,2,3,2,147.28,2,222,Almost Lost
20755,31,2,3,2,1164.47,2,222,Almost Lost
17492,31,2,3,2,84.47,2,222,Almost Lost
28641,31,2,3,2,83.97,2,222,Almost Lost
28501,31,2,3,2,786.33,2,222,Almost Lost
24439,31,2,3,2,71.58,2,222,Almost Lost
27877,31,2,3,2,1228.83,2,222,Almost Lost
28232,31,2,3,2,143.78,2,222,Almost Lost
11853,31,2,3,2,89.98,2,222,Almost Lost
16241,31,2,3,2,126.96,2,222,Almost Lost
24382,31,2,3,2,143.78,2,222,Almost Lost
17346,31,2,3,2,81.46,2,222,Almost Lost
25103,31,2,3,2,90.58,2,222,Almost Lost
18949,31,2,3,2,801.77,2,222,Almost Lost
26978,31,2,3,2,553.97,2,222,Almost Lost
11687,31,2,3,2,97.98,2,222,Almost Lost
19862,31,2,3,2,98.48,2,222,Almost Lost
11704,31,2,3,2,93.98,2,222,Almost Lost
12540,31,2,3,2,75.47,2,222,Almost Lost
23334,31,2,3,2,553.97,2,222,Almost Lost
20463,31,2,3,2,1147.77,2,222,Almost Lost
25043,31,2,3,2,161.59,2,222,Almost Lost
21153,31,2,3,2,1147.77,2,222,Almost Lost
18943,31,2,3,2,902.98,2,222,Almost Lost
21405,31,2,3,2,74.98,2,222,Almost Lost
20787,31,2,3,2,1134.47,2,222,Almost Lost
27359,31,2,3,2,1344.47,2,222,Almost Lost
17272,31,2,3,2,1714.97,2,222,Almost Lost
26529,31,2,3,2,1549.4175,2,222,Almost Lost
28341,31,2,3,2,128.97,2,222,Almost Lost
26955,31,2,3,2,565.47,2,222,Almost Lost
28398,31,2,3,2,71.58,2,222,Almost Lost
13138,31,2,3,2,83.97,2,222,Almost Lost
28521,31,2,3,2,1164.47,2,222,Almost Lost
26895,31,2,3,2,553.97,2,222,Almost Lost
15099,31,2,3,2,90.58,2,222,Almost Lost
17615,31,2,3,2,1763.97,2,222,Almost Lost
19261,31,2,3,2,82.97,2,222,Almost Lost
26858,31,2,3,2,553.97,2,222,Almost Lost
22255,31,2,3,2,599.47,2,222,Almost Lost
19324,31,2,3,2,1602.47,2,222,Almost Lost
17143,31,2,3,2,1763.97,2,222,Almost Lost
23864,31,2,3,2,84.97,2,222,Almost Lost
19722,31,2,3,2,586.46,2,222,Almost Lost
21683,31,2,3,2,1779.47,2,222,Almost Lost
17498,31,2,3,2,565.47,2,222,Almost Lost
15975,31,2,3,2,166.28,2,222,Almost Lost
27677,31,2,3,2,84.47,2,222,Almost Lost
20684,31,2,3,2,1729.97,2,222,Almost Lost
28321,31,2,3,2,599.47,2,222,Almost Lost
17953,31,2,3,2,84.97,2,222,Almost Lost
23804,32,2,3,2,71.58,2,222,Almost Lost
24886,31,2,3,2,80.47,2,222,Almost Lost
29088,31,2,3,2,756.33,2,222,Almost Lost
21265,31,2,3,2,1729.97,2,222,Almost Lost
22141,31,2,3,2,166.28,2,222,Almost Lost
27528,31,2,3,2,88.97,2,222,Almost Lost
21554,31,2,3,2,74.98,2,222,Almost Lost
19373,31,2,3,2,89.97,2,222,Almost Lost
12569,31,2,3,2,74.98,2,222,Almost Lost
14687,31,2,3,2,80.96,2,222,Almost Lost
20973,31,2,3,2,193.98,2,222,Almost Lost
28487,31,2,3,2,805.33,2,222,Almost Lost
22593,31,2,3,2,553.97,2,222,Almost Lost
16602,31,2,3,2,77.27,2,222,Almost Lost
24050,31,2,3,2,1164.47,2,222,Almost Lost
17372,31,2,3,2,1729.97,2,222,Almost Lost
23180,31,2,3,2,152.28,2,222,Almost Lost
29091,31,2,3,2,756.33,2,222,Almost Lost
25069,31,2,3,2,71.58,2,222,Almost Lost
14000,31,2,3,2,84.92,2,222,Almost Lost
16061,31,2,3,2,592.27,2,222,Almost Lost
23217,31,2,3,2,563.77,2,222,Almost Lost
22679,31,2,3,2,611.96,2,222,Almost Lost
14650,31,2,3,2,1538.5782,2,222,Almost Lost
29443,31,2,3,2,88.98,2,222,Almost Lost
18059,31,2,3,2,1714.97,2,222,Almost Lost
26386,31,2,3,2,1775.47,2,222,Almost Lost
25158,31,2,3,2,71.58,2,222,Almost Lost
19831,31,2,3,2,579.97,2,222,Almost Lost
27823,31,2,3,2,1164.47,2,222,Almost Lost
17667,31,2,3,2,1760.47,2,222,Almost Lost
14435,31,2,3,2,80.96,2,222,Almost Lost
28421,31,2,3,2,776.33,2,222,Almost Lost
17521,31,2,2,2,1750.98,2,222,Almost Lost
20661,31,2,2,2,1174.48,2,222,Almost Lost
